"","bhk","rent","size","floor","area_type","city","furnishing_status","tenant_preferred","bathroom","point_of_contact","total_floor"
"2700",3,50000,1600,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2701",1,20000,650,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2702",4,15000,120,0,"Super Area","Delhi","Furnished","Bachelors/Family",4,"Contact Owner",2
"2703",2,7500,450,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2704",1,13500,520,0,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2705",1,14000,850,2,"Super Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",4
"2706",2,18000,850,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2707",2,14000,585,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2708",3,65000,1600,0,"Carpet Area","Delhi","Furnished","Bachelors/Family",2,"Contact Agent",4
"2709",2,22000,950,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2710",1,4000,120,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2711",2,10000,500,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2712",1,7500,200,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2713",1,17000,550,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2714",1,18000,650,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2716",1,10000,50,3,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2717",2,15000,550,4,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2718",2,16500,90,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2720",1,7500,150,4,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2721",2,6000,450,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2722",2,18000,750,4,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",4
"2723",2,18000,975,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2724",3,8000,106,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2725",2,14000,750,4,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",6
"2726",2,11000,80,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2727",3,25000,96,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2728",1,9000,500,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2729",3,47000,1550,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",3
"2730",2,20000,1000,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2731",1,6000,400,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2732",1,5000,450,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2733",2,20000,1000,3,"Super Area","Delhi","Semi-Furnished","Family",1,"Contact Owner",4
"2734",1,10000,450,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2735",3,15000,100,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2736",2,13500,550,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2737",1,5500,400,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2738",1,14000,60,1,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2739",4,18000,900,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2740",1,20000,700,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2741",2,9300,500,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2743",2,7500,400,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",3
"2744",3,30000,1500,1,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2745",2,13000,70,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2746",2,8500,60,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2747",3,44300,200,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2748",2,45000,1650,2,"Carpet Area","Delhi","Furnished","Bachelors",2,"Contact Agent",4
"2749",2,30000,1150,3,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",3
"2750",2,40000,1800,0,"Carpet Area","Delhi","Furnished","Bachelors",2,"Contact Agent",3
"2752",2,12000,900,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2753",2,13500,700,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2754",2,30000,900,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2755",1,9500,400,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2757",3,30000,2000,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Owner",2
"2758",2,9000,450,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2759",2,13000,400,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2760",2,7000,500,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2761",1,18000,450,1,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",4
"2762",1,3500,350,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2763",4,65000,272,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",4,"Contact Agent",4
"2764",1,19000,545,2,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",3
"2765",2,23000,84,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2766",1,12000,600,2,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2767",2,15000,75,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2768",3,38000,165,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",4
"2769",3,50000,1100,1,"Carpet Area","Delhi","Unfurnished","Bachelors",3,"Contact Agent",4
"2770",1,6500,500,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2771",3,35000,150,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",3
"2772",2,15000,70,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2773",3,30000,250,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"2774",2,10000,70,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2775",1,18000,300,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2776",3,30000,1800,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2777",1,16000,400,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2778",3,22000,1250,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2779",2,9000,480,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2780",2,20200,84,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2781",2,19500,84,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2782",2,21000,600,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2783",2,20000,600,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2784",2,13000,720,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2785",2,6500,75,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"2786",3,25000,1000,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2787",2,20000,900,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2788",2,33000,2200,1,"Carpet Area","Delhi","Semi-Furnished","Family",2,"Contact Owner",1
"2789",3,18000,900,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2790",1,13000,550,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2791",2,10000,450,4,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2792",2,10000,470,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2793",3,23000,125,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2794",1,20000,400,3,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",4
"2796",3,25000,1500,5,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",10
"2797",2,21000,80,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2798",3,30000,1100,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2799",2,22000,1000,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2800",2,14000,800,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2801",2,7000,50,2,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2802",2,18500,1000,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2803",1,8500,550,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",3
"2804",1,8000,450,0,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2805",2,10000,670,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2806",2,15000,700,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2807",3,37000,125,3,"Super Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",4
"2809",2,12000,650,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2810",2,13000,550,1,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2811",2,22000,84,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2812",1,4000,90,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"2813",2,12000,1000,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2814",1,9000,65,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2815",2,14000,75,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2816",1,15000,250,0,"Carpet Area","Delhi","Furnished","Bachelors",1,"Contact Agent",4
"2817",2,12500,900,3,"Super Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",4
"2818",3,30000,900,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2819",2,9500,650,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2820",2,15000,900,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2821",1,12000,800,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2822",1,8000,410,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Owner",4
"2825",3,31500,1800,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2826",2,30000,1400,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2827",3,60000,1600,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"2828",3,35000,1200,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2829",3,55000,1150,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent",4
"2830",2,20000,110,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2831",1,6500,300,3,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",3
"2832",2,17000,750,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2833",1,9300,450,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2834",2,7500,410,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2835",2,20000,800,2,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2836",3,18000,120,4,"Super Area","Delhi","Furnished","Bachelors/Family",3,"Contact Owner",5
"2837",1,15000,650,2,"Carpet Area","Delhi","Furnished","Bachelors",1,"Contact Agent",4
"2838",2,13000,400,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2839",2,20000,810,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2840",3,12000,700,1,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",3
"2841",2,40000,1125,0,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",2
"2842",2,8000,600,4,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2845",3,18000,110,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2851",1,10000,240,4,"Super Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",5
"2852",3,24000,1250,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2853",3,28000,1000,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2854",3,28000,900,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",4
"2855",2,18000,900,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2856",3,27000,1250,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent",4
"2857",2,17000,650,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2859",2,25000,900,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2860",3,16500,1250,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2861",2,14000,60,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",3
"2862",2,18000,90,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2863",2,10000,55,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2864",2,10000,50,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2866",2,25000,680,2,"Carpet Area","Delhi","Furnished","Bachelors",1,"Contact Agent",4
"2867",2,22999,756,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2868",2,6000,500,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2869",2,40000,900,0,"Carpet Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",3
"2871",1,13000,40,3,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",3
"2872",1,14000,100,3,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",3
"2873",2,20000,950,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2874",1,5500,200,1,"Carpet Area","Delhi","Furnished","Bachelors",1,"Contact Owner",4
"2875",2,32000,900,0,"Carpet Area","Delhi","Furnished","Bachelors/Family",2,"Contact Agent",4
"2876",2,8000,750,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2877",3,25000,1400,3,"Carpet Area","Delhi","Unfurnished","Family",3,"Contact Agent",4
"2878",2,28000,100,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2879",2,22000,100,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",2
"2880",1,21000,100,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",1
"2881",2,30000,1000,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2882",1,12000,400,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2883",1,15000,70,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2884",1,18000,450,0,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",0
"2885",2,18000,900,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2886",1,10000,42,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2887",1,16000,400,2,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",4
"2888",2,20000,900,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",3
"2889",4,28000,1500,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2890",1,7000,70,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2891",2,30000,450,0,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",1
"2892",2,15000,900,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2893",1,8000,500,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"2894",1,9000,400,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",3
"2895",3,33500,150,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2896",1,9500,450,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2897",2,10000,540,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2898",1,20000,400,3,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",4
"2899",1,10000,450,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2900",1,15000,700,4,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"2901",3,55000,1450,0,"Carpet Area","Delhi","Furnished","Bachelors",2,"Contact Agent",4
"2902",2,20000,1000,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2903",2,16000,550,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2904",2,23000,900,2,"Carpet Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",3
"2906",2,25000,1100,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2907",1,9000,600,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2908",1,11000,450,3,"Super Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",4
"2909",2,11500,550,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2910",3,16000,1000,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2911",3,23000,1250,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2912",4,30000,1950,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",4,"Contact Agent",4
"2914",1,3500,25,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2915",2,12100,700,3,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2916",2,19000,1800,1,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Owner",2
"2917",2,40000,1000,3,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",3
"2918",2,8000,200,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2919",3,42000,1700,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2920",3,13000,70,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2921",3,44000,1700,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2922",1,11000,450,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2923",3,40000,1350,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",3
"2925",2,13000,650,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2926",2,17500,650,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2927",3,14500,1250,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent",4
"2928",3,24000,1250,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2929",3,30000,1000,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2930",1,10000,500,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2931",1,10000,500,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2934",2,32000,1150,1,"Super Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",4
"2936",1,5500,30,2,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",3
"2937",1,6000,50,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",4
"2938",3,30000,1205,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2939",3,42000,1450,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
